city,run_timestamp,forecast_date,adjustment_applied,target,unit,uv_HLSTM_GRU,uv_GRU,uv_ANN,mv_HLSTM_GRU,mv_GRU,mv_ANN,ensemble_uv,ensemble_mv,ensemble_all
Delhi,2026-06-17T15:50:07.060714,2026-06-17,False,PRmsl,Pa,100213.2854,100297.0231,100270.2798,100193.8462,100283.9953,100326.2405,100260.1961,100268.0273,100264.1117
Delhi,2026-06-17T15:50:07.060714,2026-06-17,False,RH2m,%,60.173,65.1823,65.2852,65.3238,65.7842,64.8808,63.5469,65.3296,64.4382
Delhi,2026-06-17T15:50:07.060714,2026-06-17,False,TMP2m,C,30.1362,29.6267,29.6303,30.1926,28.9009,28.8016,29.7977,29.2984,29.548
Delhi,2026-06-17T16:53:24.695477,2026-06-17,False,PRmsl,Pa,100213.2854,100297.0231,100270.2798,100193.8462,100283.9953,100326.2405,100260.1961,100268.0273,100264.1117
Delhi,2026-06-17T16:53:24.695477,2026-06-17,False,RH2m,%,60.173,65.1823,65.2852,65.3238,65.7842,64.8808,63.5469,65.3296,64.4382
Delhi,2026-06-17T16:53:24.695477,2026-06-17,False,TMP2m,C,30.1362,29.6267,29.6303,30.1926,28.9009,28.8016,29.7977,29.2984,29.548
Delhi,2026-06-19T12:42:53.003010,2026-06-19,False,PRmsl,Pa,100071.6544,100130.7882,100101.4585,100088.8606,100109.3581,100104.6205,100101.3004,100100.9464,100101.1234
Delhi,2026-06-19T12:42:53.003010,2026-06-19,False,RH2m,%,43.6942,46.5171,43.2644,41.6629,44.3819,42.4397,44.4919,42.8282,43.66
Delhi,2026-06-19T12:42:53.003010,2026-06-19,False,TMP2m,C,34.5401,32.898,34.2345,34.8412,33.375,33.5726,33.8908,33.9296,33.9102
